t	xWAG	bWAG	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00218348	-0.00209313	
0	0.00216343	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00208311	
0	0.00217345	-0.00210315	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
0	0.00217345	-0.00209313	
